#,Date Opened,Month Opened,Author,Date Closed,Days Open
30617,2018-11-17,2018-11,Toilal,2018-12-3,17
30618,2018-11-17,2018-11,mo,2018-11-18,1
30619,2018-11-17,2018-11,Toilal,2018-11-29,13
30620,2018-11-17,2018-11,Toilal,2018-11-19,2
30621,2018-11-17,2018-11,jfcieslak,2018-11-17,1
30622,2018-11-17,2018-11,igl00,2018-11-20,3
30623,2018-11-18,2018-11,huan086,2018-11-18,1
30624,2018-11-18,2018-11,LaurensRietveld,2018-11-18,1
30625,2018-11-18,2018-11,huan086,2018-11-18,1
30626,2018-11-18,2018-11,huan086,2018-11-18,1
30627,2018-11-18,2018-11,saschazar21,2018-11-18,1
30628,2018-11-18,2018-11,BendingBender,2018-11-18,1
30629,2018-11-18,2018-11,BendingBender,2018-11-18,1
30630,2018-11-18,2018-11,fennibay,2018-11-18,1
30632,2018-11-18,2018-11,BendingBender,2018-11-18,1
30633,2018-11-18,2018-11,BendingBender,2018-11-18,1
30634,2018-11-18,2018-11,alferpal,2018-11-20,2
30636,2018-11-18,2018-11,lujun2,2018-11-18,1
30637,2018-11-18,2018-11,BendingBender,2018-11-20,2
30638,2018-11-18,2018-11,thepocp,2019-1-16,59
30639,2018-11-18,2018-11,BendingBender,2018-11-18,1
30640,2018-11-18,2018-11,BendingBender,2018-11-19,1
30641,2018-11-18,2018-11,BendingBender,2018-11-18,1
30642,2018-11-18,2018-11,rhys-vdw,2018-12-14,26
30644,2018-11-18,2018-11,chicoxyzzy,2018-11-21,3
30645,2018-11-18,2018-11,FishOrBear,2018-11-25,8
30646,2018-11-18,2018-11,pe8ter,2018-12-21,33
30648,2018-11-18,2018-11,9renpoto,2018-11-20,2
30649,2018-11-18,2018-11,Guanyunhan,2018-11-20,2
30650,2018-11-18,2018-11,FishOrBear,2018-11-25,8
30651,2018-11-18,2018-11,shrujalshah28,2018-11-20,2
30652,2018-11-18,2018-11,janb87,2018-11-20,2
30653,2018-11-19,2018-11,LKay,2018-11-20,2
30654,2018-11-19,2018-11,mastershadow,2018-11-26,8
30655,2018-11-19,2018-11,matt-sungwook,2018-11-20,2
30656,2018-11-19,2018-11,johnjesse,2018-11-20,2
30658,2018-11-19,2018-11,pcassis,2018-11-19,1
30659,2018-11-19,2018-11,janhesters,2018-11-26,8
30660,2018-11-19,2018-11,robbiemccorkell,2018-11-19,1
30662,2018-11-19,2018-11,rodrigojcmello,2018-11-26,8
30663,2018-11-19,2018-11,Kimahriman,2018-11-20,1
30664,2018-11-19,2018-11,uniqueiniquity,2018-11-19,1
30665,2018-11-19,2018-11,Kimahriman,2018-11-21,3
30668,2018-11-19,2018-11,hamidhadi,2018-11-20,1
30669,2018-11-19,2018-11,IanStorm,2018-12-5,16
30670,2018-11-19,2018-11,BendingBender,2018-11-21,2
30671,2018-11-19,2018-11,BendingBender,2018-12-3,15
30672,2018-11-19,2018-11,BendingBender,2018-11-21,2
30674,2018-11-19,2018-11,BendingBender,2018-11-21,2
30675,2018-11-19,2018-11,andipaetzold,2018-11-21,2
30676,2018-11-19,2018-11,JustinBeckwith,2018-11-20,1
30677,2018-11-19,2018-11,sandersn,2018-11-20,1
30679,2018-11-19,2018-11,bangbang93,2018-11-20,1
30680,2018-11-19,2018-11,rokoroku,2018-12-31,42
30681,2018-11-19,2018-11,sugarshin,2018-11-21,2
30683,2018-11-20,2018-11,Krakenpine,2018-11-20,1
30684,2018-11-20,2018-11,BoresXP,2019-1-16,58
30685,2018-11-20,2018-11,velezsarain,2018-11-21,2
30686,2018-11-20,2018-11,terencenero007,2018-12-2,13
30687,2018-11-20,2018-11,iRON5,2018-11-21,2
30688,2018-11-20,2018-11,Fluccioni,2018-11-28,9
30689,2018-11-20,2018-11,nkprince007,2018-11-21,2
30690,2018-11-20,2018-11,jussikinnula,2018-11-21,2
30691,2018-11-20,2018-11,ulrichb,2018-11-21,2
30693,2018-11-20,2018-11,wdenbakker,2018-11-26,7
30694,2018-11-20,2018-11,ibarrae,2018-12-5,16
30696,2018-11-20,2018-11,uniqueiniquity,2018-11-26,6
30697,2018-11-20,2018-11,uniqueiniquity,2018-11-20,1
30698,2018-11-20,2018-11,shrujalshah28,2018-11-20,1
30699,2018-11-20,2018-11,mklopets,2018-12-14,25
30700,2018-11-20,2018-11,sandersn,2018-12-13,24
30701,2018-11-20,2018-11,janesser,2018-11-21,1
30703,2018-11-20,2018-11,kirakik,2018-11-21,1
30704,2018-11-20,2018-11,kirakik,2018-11-28,8
30706,2018-11-20,2018-11,levansuper,2018-11-21,1
30707,2018-11-20,2018-11,BendingBender,2018-12-2,13
30708,2018-11-20,2018-11,ElizabethSamuel-MSFT,2018-11-21,1
30710,2018-11-20,2018-11,alex-dev,2018-12-3,13
30712,2018-11-20,2018-11,carnesen,2018-11-21,1
30713,2018-11-20,2018-11,malash,2018-11-28,8
30715,2018-11-21,2018-11,ptrdu,2018-11-21,1
30716,2018-11-21,2018-11,pvinis,2018-11-26,6
30717,2018-11-21,2018-11,balupton,2018-12-3,13
30718,2018-11-21,2018-11,newyankeecodeshop,2018-11-21,1
30719,2018-11-21,2018-11,carnesen,2018-11-28,8
30720,2018-11-21,2018-11,BlondeLlama,2018-11-28,8
30721,2018-11-21,2018-11,BendingBender,2018-12-3,13
30722,2018-11-21,2018-11,BradleyHill,2018-11-21,1
30723,2018-11-21,2018-11,Samox,2018-11-29,8
30724,2018-11-21,2018-11,tommilligan,2018-11-28,7
30725,2018-11-21,2018-11,LinusU,2018-11-28,7
30726,2018-11-21,2018-11,LinusU,2018-11-28,7
30727,2018-11-21,2018-11,wylieconlon,2018-11-28,7
30728,2018-11-21,2018-11,jrspriggs,2018-11-28,8
30730,2018-11-21,2018-11,mattmccutchen,2018-11-29,9
30731,2018-11-21,2018-11,NotWoods,2018-11-28,8
30732,2018-11-21,2018-11,jhardy,2018-11-22,1
30733,2018-11-21,2018-11,dvincenz,2018-11-28,7
30734,2018-11-21,2018-11,sandersn,2018-12-14,23
30735,2018-11-21,2018-11,mlafleur,2018-11-28,8
30736,2018-11-21,2018-11,brkc,2018-11-27,7
30737,2018-11-21,2018-11,janaagaard75,2018-12-10,19
30738,2018-11-21,2018-11,dford07,2018-12-6,16
30741,2018-11-21,2018-11,pe8ter,2018-12-3,13
30742,2018-11-21,2018-11,Lavoaster,2018-11-22,1
30743,2018-11-21,2018-11,feinoujc,2018-12-4,13
30744,2018-11-21,2018-11,cm-wada-yusuke,2018-11-28,8
30745,2018-11-21,2018-11,feinoujc,2018-12-3,12
30746,2018-11-21,2018-11,justingrant,2019-1-16,56
30747,2018-11-21,2018-11,bfrengley,2018-12-3,12
30748,2018-11-21,2018-11,mattmccutchen,2018-11-21,1
30749,2018-11-21,2018-11,mattferderer,2018-11-28,7
30750,2018-11-22,2018-11,dennismuench,2018-12-3,12
30751,2018-11-22,2018-11,jussikinnula,2018-12-5,14
30753,2018-11-22,2018-11,shenphen,2018-12-5,14
30754,2018-11-22,2018-11,wosevision,2018-11-28,7
30755,2018-11-22,2018-11,alex-deas,2018-12-7,16
30756,2018-11-22,2018-11,TeamworkGuy2,2018-12-3,12
30757,2018-11-22,2018-11,Snaptags,2018-12-3,12
30758,2018-11-22,2018-11,justingrant,2018-11-28,7
30759,2018-11-22,2018-11,bvanreeven,2018-11-28,7
30760,2018-11-22,2018-11,surgeboris,2018-12-7,16
30762,2018-11-22,2018-11,Toilal,2018-12-3,11
30763,2018-11-22,2018-11,Kovensky,2018-11-28,6
30764,2018-11-22,2018-11,Kovensky,2018-11-28,6
30767,2018-11-23,2018-11,Bastorx,2018-11-28,6
30768,2018-11-23,2018-11,dpatrikeev,2018-11-30,8
30769,2018-11-23,2018-11,RMHonor,2018-11-29,7
30770,2018-11-23,2018-11,luz-alphacode,2018-11-28,6
30772,2018-11-23,2018-11,Kovensky,2018-11-23,1
30773,2018-11-23,2018-11,rvitorsantos,2018-11-28,6
30774,2018-11-23,2018-11,NicolasBiehler,2018-11-28,6
30775,2018-11-23,2018-11,Kovensky,2018-12-9,17
30776,2018-11-23,2018-11,JamesMessinger,2018-12-18,26
30777,2018-11-23,2018-11,yveskaufmann,2018-11-28,6
30778,2018-11-23,2018-11,pluma,2018-12-3,11
30779,2018-11-23,2018-11,KurtPreston,2018-11-29,6
30781,2018-11-23,2018-11,pluma,2018-12-3,11
30782,2018-11-23,2018-11,pluma,2018-11-26,3
30783,2018-11-23,2018-11,pluma,2018-12-7,14
30784,2018-11-23,2018-11,zhuziyu,2018-11-23,1
30785,2018-11-23,2018-11,hirochachacha,2018-12-5,12
30786,2018-11-23,2018-11,adrhumphreys,2018-11-26,3
30787,2018-11-23,2018-11,zhuziyu,2018-12-14,21
30788,2018-11-23,2018-11,sibiraj-s,2018-11-28,5
30789,2018-11-24,2018-11,muzea,2018-11-29,6
30790,2018-11-24,2018-11,sigorilla,2018-11-28,5
30792,2018-11-24,2018-11,kamontat,2018-12-5,12
30793,2018-11-24,2018-11,clark-stevenson,2018-11-29,6
30794,2018-11-24,2018-11,SimonSchick,2018-11-29,6
30795,2018-11-24,2018-11,christianchown,2018-11-29,5
30796,2018-11-24,2018-11,ehab180hb,2018-11-28,4
30798,2018-11-25,2018-11,BamButz,2018-12-7,13
30799,2018-11-25,2018-11,izmhr,2018-12-2,8
30800,2018-11-25,2018-11,AlCalzone,2018-11-28,4
30801,2018-11-25,2018-11,JulianSSS,2018-11-30,6
30803,2018-11-25,2018-11,kamontat,2018-12-2,8
30804,2018-11-25,2018-11,BendingBender,2018-12-3,9
30805,2018-11-25,2018-11,ledz3pp,2018-11-28,4
30807,2018-11-25,2018-11,bduff9,2018-11-28,3
30808,2018-11-25,2018-11,karlos1337,2018-11-26,1
30809,2018-11-25,2018-11,Gelio,2018-12-4,10
30810,2018-11-25,2018-11,eventualbuddha,2018-12-1,6
30811,2018-11-25,2018-11,erikma,2018-12-2,8
30812,2018-11-25,2018-11,FlorianDr,2018-12-3,8
30813,2018-11-25,2018-11,ksamborski,2018-12-3,8
30815,2018-11-25,2018-11,BendingBender,2018-12-4,10
30817,2018-11-25,2018-11,lg,2018-11-28,3
30819,2018-11-25,2018-11,KyleDavisDev,2018-11-26,1
30820,2018-11-25,2018-11,J2D2Development,2018-11-26,1
30821,2018-11-25,2018-11,Rokt33r,2018-11-28,3
30822,2018-11-25,2018-11,obedm503,2018-11-28,3
30823,2018-11-25,2018-11,Rokt33r,2018-12-18,23
30824,2018-11-26,2018-11,apiel,2018-11-28,3
30825,2018-11-26,2018-11,charlesRollandy,2018-12-9,14
30826,2018-11-26,2018-11,FishOrBear,2018-12-3,8
30827,2018-11-26,2018-11,Kovensky,2018-12-2,7
30830,2018-11-26,2018-11,hirochachacha,2018-12-21,26
30831,2018-11-26,2018-11,msokk,2018-12-2,7
30832,2018-11-26,2018-11,jubairsaidi,2018-12-18,23
30833,2018-11-26,2018-11,Haroenv,2018-12-3,8
30834,2018-11-26,2018-11,Honason,2018-12-3,8
30835,2018-11-26,2018-11,jplusje,2018-11-28,3
30836,2018-11-26,2018-11,Akxe,2018-12-3,8
30837,2018-11-26,2018-11,runebaas,2018-12-7,12
30838,2018-11-26,2018-11,krnlde,2018-12-2,7
30839,2018-11-26,2018-11,karlos1337,2018-12-18,22
30840,2018-11-26,2018-11,dyniper,2018-11-28,2
30841,2018-11-26,2018-11,BendingBender,2018-12-2,7
30842,2018-11-26,2018-11,BendingBender,2018-12-4,9
30843,2018-11-26,2018-11,BendingBender,2018-12-3,8
30844,2018-11-26,2018-11,BendingBender,2018-12-4,9
30845,2018-11-26,2018-11,BendingBender,2018-12-4,9
30846,2018-11-26,2018-11,BendingBender,2018-12-4,8
30847,2018-11-26,2018-11,cameron-martin,2018-11-28,2
30849,2018-11-26,2018-11,cameron-martin,2018-11-28,2
30850,2018-11-26,2018-11,AlexJerabek,2018-12-18,22
30851,2018-11-26,2018-11,KSaryan,2018-11-27,1
30852,2018-11-26,2018-11,captain-igloo,2018-12-18,22
30853,2018-11-26,2018-11,huan086,2018-12-17,21
30854,2018-11-26,2018-11,KyleDavisDev,2018-12-4,8
30855,2018-11-26,2018-11,Quas94,2018-11-29,3
30856,2018-11-27,2018-11,43081j,2018-12-12,16
30857,2018-11-27,2018-11,JipSterk,2018-12-4,8
30858,2018-11-27,2018-11,FabianMeul,2018-12-21,24
30859,2018-11-27,2018-11,ApeNox,2018-12-3,7
30860,2018-11-27,2018-11,NN---,2018-12-2,6
30861,2018-11-27,2018-11,andreidigori,2018-12-10,14
30862,2018-11-27,2018-11,cameron-martin,2018-12-2,6
30863,2018-11-27,2018-11,huan086,2018-12-5,9
30864,2018-11-27,2018-11,joshdover,2018-11-29,3
30865,2018-11-27,2018-11,runebaas,2018-12-17,21
30866,2018-11-27,2018-11,timhwang21,2018-11-28,2
30867,2018-11-27,2018-11,jakeboone02,2018-12-3,7
30868,2018-11-27,2018-11,domoritz,2018-11-28,2
30869,2018-11-27,2018-11,ihmpavel,2018-11-28,1
30870,2018-11-27,2018-11,devoto13,2018-12-2,6
30871,2018-11-27,2018-11,bryanrsmith,2018-12-12,16
30872,2018-11-27,2018-11,piorot,2018-12-3,7
30873,2018-11-27,2018-11,lenovouser,2018-12-4,7
30874,2018-11-27,2018-11,ide,2018-11-28,1
30875,2018-11-27,2018-11,timhwang21,2018-12-2,6
30876,2018-11-27,2018-11,inje,2018-12-4,8
30878,2018-11-27,2018-11,carnesen,2018-12-3,6
30880,2018-11-27,2018-11,glen-84,2018-11-28,1
30882,2018-11-28,2018-11,mathieug,2018-12-3,6
30883,2018-11-28,2018-11,mortiy,2018-11-28,1
30884,2018-11-28,2018-11,geirsagberg,2018-11-28,1
30885,2018-11-28,2018-11,HarikiRito,2018-12-3,6
30886,2018-11-28,2018-11,kamontat,2018-12-7,10
30887,2018-11-28,2018-11,feinoujc,2018-12-7,10
30888,2018-11-28,2018-11,divideby,2018-11-30,3
30889,2018-11-28,2018-11,BendingBender,2018-11-30,3
30890,2018-11-28,2018-11,erikc5000,2018-12-3,6
30891,2018-11-28,2018-11,pluma,2018-11-29,2
30892,2018-11-28,2018-11,lucasmotta,2018-12-4,7
30893,2018-11-28,2018-11,mctep,2018-12-17,20
30894,2018-11-28,2018-11,BendingBender,2018-12-18,20
30895,2018-11-28,2018-11,dhritzkiv,2018-11-28,1
30896,2018-11-28,2018-11,sandersn,2018-11-28,1
30897,2018-11-28,2018-11,BendingBender,2018-11-30,2
30898,2018-11-28,2018-11,sandersn,2018-11-28,1
30899,2018-11-28,2018-11,BendingBender,2018-11-30,2
30900,2018-11-28,2018-11,cameron-martin,2018-11-29,1
30901,2018-11-28,2018-11,BradleyHill,2018-11-28,1
30902,2018-11-28,2018-11,Flarna,2018-11-29,1
30903,2018-11-28,2018-11,audiolion,2018-12-31,33
30904,2018-11-28,2018-11,AlexJerabek,2018-11-29,1
30905,2018-11-28,2018-11,sandersn,2018-11-28,1
30906,2018-11-28,2018-11,AlexJerabek,2018-11-28,1
30907,2018-11-28,2018-11,AlexJerabek,2018-11-28,1
30908,2018-11-28,2018-11,pc-jedi,2018-11-29,1
30909,2018-11-28,2018-11,ecraig12345,2018-11-30,2
30910,2018-11-28,2018-11,c-o-l-o-r,2018-12-3,5
30911,2018-11-28,2018-11,taoqf,2018-11-30,2
30913,2018-11-28,2018-11,Kovensky,2018-12-9,11
30914,2018-11-28,2018-11,szhu,2018-11-30,2
30916,2018-11-29,2018-11,lenovouser,2018-12-3,5
30918,2018-11-29,2018-11,Mutmatt,2018-12-4,6
30919,2018-11-29,2018-11,viamuli,2018-12-4,6
30920,2018-11-29,2018-11,lukaselmer,2018-12-4,6
30921,2018-11-29,2018-11,mateusz-g,2018-11-29,1
30922,2018-11-29,2018-11,Levino,2018-11-29,1
30923,2018-11-29,2018-11,samuelt1,2018-11-29,1
30924,2018-11-29,2018-11,snaveevans,2018-12-4,6
30925,2018-11-29,2018-11,xaviergonz,2018-12-7,9
30926,2018-11-29,2018-11,AlexJerabek,2018-11-29,1
30927,2018-11-29,2018-11,dobesv,2018-12-3,4
30928,2018-11-29,2018-11,zakariaharti,2018-12-6,8
30929,2018-11-29,2018-11,samuelt1,2018-12-5,7
30930,2018-11-29,2018-11,devrelm,2018-12-7,8
30931,2018-11-29,2018-11,hrajchert,2018-12-3,4
30932,2018-11-29,2018-11,markwolff,2018-11-30,1
30935,2018-11-29,2018-11,lewisl9029,2018-12-6,8
30936,2018-11-29,2018-11,lawsumisu,2018-12-3,4
30937,2018-11-29,2018-11,nathmack,2018-12-5,6
30938,2018-11-29,2018-11,yjwong,2018-12-5,6
30939,2018-11-29,2018-11,wyqydsyq,2018-12-6,8
30941,2018-11-29,2018-11,kingdaro,2018-12-5,6
30944,2018-11-30,2018-11,DanielRose,2018-12-5,6
30945,2018-11-30,2018-11,Flarna,2018-12-3,4
30947,2018-11-30,2018-11,hnaoufal,2018-12-14,15
30948,2018-11-30,2018-11,slyrz,2018-12-3,4
30949,2018-11-30,2018-11,thibmeu,2018-12-4,5
30950,2018-11-30,2018-11,ihmpavel,2018-12-7,8
30951,2018-11-30,2018-11,Loghorn,2018-12-13,14
30952,2018-11-30,2018-11,TobyLi96,2018-12-3,4
30953,2018-11-30,2018-11,lenovouser,2018-11-30,1
30955,2018-11-30,2018-11,pgilad,2018-11-30,1
30956,2018-11-30,2018-11,ajlende,2018-12-3,3
30959,2018-11-30,2018-11,ide,2018-11-30,1
30960,2018-11-30,2018-11,f4bio,2018-12-3,4
30961,2018-11-30,2018-11,zakangelle,2018-12-4,5
30962,2018-11-30,2018-11,DHBrett,2018-12-11,12
30963,2018-11-30,2018-11,remidenele,2018-12-4,4
30964,2018-11-30,2018-11,mattmccutchen,2018-11-30,1
30965,2018-11-30,2018-11,markwolff,2018-12-3,3
30967,2018-11-30,2018-11,emilgpa,2018-12-9,9
30968,2018-11-30,2018-11,andrewda,2018-12-21,21
30969,2018-11-30,2018-11,wcarson,2018-12-3,3
30970,2018-11-30,2018-11,yuhr,2018-12-7,7
30971,2018-12-1,2018-12,BendingBender,2018-12-17,17
30972,2018-12-1,2018-12,ivoisbelongtous,2018-12-3,3
30974,2018-12-1,2018-12,adam187,2018-12-3,3
30975,2018-12-1,2018-12,FDIM,2018-12-18,18
30976,2018-12-1,2018-12,lenovouser,2018-12-4,4
30977,2018-12-1,2018-12,lenovouser,2018-12-2,2
30978,2018-12-1,2018-12,adam187,2018-12-3,3
30979,2018-12-1,2018-12,lenovouser,2018-12-3,3
30981,2018-12-1,2018-12,ivan94,2018-12-3,2
30982,2018-12-2,2018-12,Kobico,2018-12-4,3
30983,2018-12-2,2018-12,malovicn,2018-12-7,6
30984,2018-12-2,2018-12,glen-84,2018-12-7,6
30985,2018-12-2,2018-12,smff,2018-12-10,9
30986,2018-12-2,2018-12,pc-jedi,2018-12-3,2
30987,2018-12-2,2018-12,BendingBender,2018-12-17,16
30988,2018-12-2,2018-12,BendingBender,2018-12-3,2
30989,2018-12-2,2018-12,RobinHames,2018-12-3,2
30990,2018-12-2,2018-12,BendingBender,2018-12-3,2
30991,2018-12-2,2018-12,denisname,2018-12-13,11
30992,2018-12-2,2018-12,Coder-256,2018-12-3,2
30993,2018-12-2,2018-12,iaarnio,2018-12-3,1
30994,2018-12-2,2018-12,jannikkeye,2018-12-3,1
30995,2018-12-2,2018-12,pluma,2018-12-6,4
30996,2018-12-2,2018-12,pluma,2018-12-3,2
30997,2018-12-2,2018-12,mtrivolli,2019-1-16,45
30999,2018-12-2,2018-12,BendingBender,2018-12-3,2
31000,2018-12-2,2018-12,steffenvv,2018-12-19,18
31001,2018-12-2,2018-12,BendingBender,2018-12-3,1
31002,2018-12-2,2018-12,BendingBender,2018-12-3,1
31003,2018-12-2,2018-12,BendingBender,2018-12-3,1
31004,2018-12-2,2018-12,BendingBender,2018-12-2,1
31005,2018-12-2,2018-12,BendingBender,2018-12-3,1
31006,2018-12-2,2018-12,BendingBender,2018-12-3,1
31007,2018-12-2,2018-12,Xapphire13,2018-12-14,12
31008,2018-12-2,2018-12,spade69,2018-12-25,23
31009,2018-12-3,2018-12,RobertStigsson,2018-12-5,3
31010,2018-12-3,2018-12,rhapsodyn,2018-12-5,3
31012,2018-12-3,2018-12,craigrbruce,2018-12-4,2
31013,2018-12-3,2018-12,Kovensky,2018-12-3,1
31014,2018-12-3,2018-12,Kovensky,2018-12-3,1
31015,2018-12-3,2018-12,rostacik,2018-12-24,22
31016,2018-12-3,2018-12,ceyhuno,2018-12-3,1
31017,2018-12-3,2018-12,Kovensky,2018-12-7,5
31019,2018-12-3,2018-12,gaetanmaisse,2018-12-4,2
31020,2018-12-3,2018-12,polar-lukas,2018-12-5,3
31022,2018-12-3,2018-12,AlexKlimenkov,2018-12-4,2
31023,2018-12-3,2018-12,arichter83,2018-12-3,1
31024,2018-12-3,2018-12,arichter83,2018-12-17,14
31025,2018-12-3,2018-12,mtrivolli,2018-12-6,3
31026,2018-12-3,2018-12,Teun,2018-12-18,15
31027,2018-12-3,2018-12,GCrispino,2018-12-4,1
31028,2018-12-3,2018-12,matthewlilley,2018-12-7,4
31029,2018-12-3,2018-12,timtrinidad,2018-12-7,4
31031,2018-12-3,2018-12,Rokt33r,2018-12-4,1
31032,2018-12-3,2018-12,Forzoom,2018-12-5,2
31033,2018-12-3,2018-12,havenchyk,2018-12-5,2
31034,2018-12-4,2018-12,dolezel,2018-12-4,1
31035,2018-12-4,2018-12,kiesel,2018-12-4,1
31036,2018-12-4,2018-12,j2L4e,2018-12-5,2
31037,2018-12-4,2018-12,akashishu777,2018-12-14,11
31038,2018-12-4,2018-12,leonrinkel,2018-12-4,1
31039,2018-12-4,2018-12,RYOSKATE,2018-12-14,11
31040,2018-12-4,2018-12,KonstantinLukaschenko,2018-12-4,1
31042,2018-12-4,2018-12,MichaelTsafrir,2018-12-10,7
31043,2018-12-4,2018-12,KonstantinLukaschenko,2018-12-4,1
31045,2018-12-4,2018-12,SimonSchick,2018-12-5,2
31046,2018-12-4,2018-12,manekinekko,2018-12-14,11
31047,2018-12-4,2018-12,KonstantinLukaschenko,2018-12-4,1
31048,2018-12-4,2018-12,mAAdhaTTah,2018-12-12,9
31049,2018-12-4,2018-12,vincentjames501,2018-12-4,1
31050,2018-12-4,2018-12,mwickett,2018-12-4,1
31053,2018-12-4,2018-12,PrashanthCorp,2018-12-5,2
31054,2018-12-4,2018-12,arichter83,2018-12-10,6
31055,2018-12-4,2018-12,mbernardy,2018-12-5,2
31056,2018-12-4,2018-12,nodeomega,2018-12-19,15
31057,2018-12-4,2018-12,antoinebrault,2018-12-4,1
31058,2018-12-4,2018-12,jfrancos,2018-12-11,7
31059,2018-12-4,2018-12,AviVahl,2018-12-5,1
31060,2018-12-4,2018-12,RuLeZzz1987,2018-12-5,2
31061,2018-12-4,2018-12,BendingBender,2018-12-4,1
31062,2018-12-4,2018-12,TeamworkGuy2,2018-12-7,4
31063,2018-12-4,2018-12,ivan94,2018-12-10,7
31066,2018-12-4,2018-12,BendingBender,2018-12-4,1
31067,2018-12-4,2018-12,BendingBender,2018-12-4,1
31068,2018-12-4,2018-12,BendingBender,2018-12-4,1
31069,2018-12-4,2018-12,dford07,2018-12-4,1
31070,2018-12-4,2018-12,malash,2018-12-5,1
31071,2018-12-4,2018-12,kavehsajjadi,2018-12-16,12
31072,2018-12-4,2018-12,Rokt33r,2018-12-5,1
31073,2018-12-4,2018-12,oddui,2018-12-12,8
31074,2018-12-4,2018-12,dominikeinkemmer,2018-12-5,1
31075,2018-12-4,2018-12,ben-tbotlabs,2018-12-11,7
31076,2018-12-4,2018-12,BendingBender,2018-12-5,1
31077,2018-12-4,2018-12,BendingBender,2018-12-6,2
31078,2018-12-4,2018-12,BendingBender,2018-12-7,3
31079,2018-12-4,2018-12,BendingBender,2018-12-7,3
31080,2018-12-4,2018-12,BendingBender,2018-12-7,3
31081,2018-12-4,2018-12,BendingBender,2018-12-7,3
31082,2018-12-4,2018-12,BendingBender,2018-12-5,1
31083,2018-12-5,2018-12,BendingBender,2018-12-5,1
31084,2018-12-5,2018-12,Rokt33r,2018-12-7,3
31085,2018-12-5,2018-12,thomas3577,2018-12-12,8
31086,2018-12-5,2018-12,Kuirak,2018-12-6,2
31087,2018-12-5,2018-12,woutgg,2019-1-3,30
31089,2018-12-5,2018-12,pawkrol,2018-12-7,3
31090,2018-12-5,2018-12,sgreav,2018-12-5,1
31091,2018-12-5,2018-12,BendingBender,2018-12-5,1
31092,2018-12-5,2018-12,lenovouser,2018-12-5,1
31093,2018-12-5,2018-12,Makvagabo,2018-12-12,7
31094,2018-12-5,2018-12,antoinebrault,2019-1-1,27
31095,2018-12-5,2018-12,karl-run,2018-12-11,7
31096,2018-12-5,2018-12,Yavanosta,2018-12-7,3
31097,2018-12-5,2018-12,nkappler,2018-12-24,20
31099,2018-12-5,2018-12,dyladan,2018-12-5,1
31100,2018-12-5,2018-12,arilotter,2018-12-5,1
31101,2018-12-5,2018-12,Yavanosta,2018-12-17,13
31102,2018-12-5,2018-12,BendingBender,2018-12-7,3
31103,2018-12-5,2018-12,rileytb,2018-12-18,14
31104,2018-12-5,2018-12,gburgett,2018-12-6,1
31105,2018-12-5,2018-12,abhiaiyer91,2018-12-5,1
31106,2018-12-5,2018-12,mutech,2018-12-6,2
31107,2018-12-5,2018-12,jeremyben,2018-12-6,2
31108,2018-12-5,2018-12,noRubidium,2018-12-7,2
31109,2018-12-5,2018-12,BendingBender,2018-12-17,13
31110,2018-12-5,2018-12,kamontat,2018-12-14,10
31111,2018-12-5,2018-12,anasufovic,2018-12-18,13
31112,2018-12-5,2018-12,malept,2018-12-12,7
31113,2018-12-5,2018-12,danyim,2018-12-13,8
31114,2018-12-5,2018-12,newsiberian,2018-12-12,8
31115,2018-12-5,2018-12,Leko,2018-12-7,2
31116,2018-12-6,2018-12,kiliw,2018-12-14,9
31118,2018-12-6,2018-12,hvaexlove,2018-12-13,8
31119,2018-12-6,2018-12,BendingBender,2018-12-6,1
31120,2018-12-6,2018-12,daraclare,2018-12-18,13
31122,2018-12-6,2018-12,LinusU,2018-12-6,1
31123,2018-12-6,2018-12,whtsky,2018-12-7,2
31126,2018-12-6,2018-12,donaldpipowitch,2018-12-7,1
31127,2018-12-6,2018-12,danielkesselberg,2018-12-7,2
31128,2018-12-6,2018-12,shaunburdick,2018-12-6,1
31129,2018-12-6,2018-12,BradleyHill,2018-12-6,1
31131,2018-12-6,2018-12,BendingBender,2018-12-6,1
31132,2018-12-6,2018-12,BendingBender,2018-12-6,1
31133,2018-12-6,2018-12,andrewbranch,2018-12-7,2
31134,2018-12-6,2018-12,sandersn,2018-12-6,1
31135,2018-12-6,2018-12,crwilcox,2018-12-7,1
31136,2018-12-6,2018-12,pshrmn,2018-12-12,7
31137,2018-12-6,2018-12,ibarrae,2018-12-6,1
31138,2018-12-6,2018-12,kjin,2018-12-13,7
31139,2018-12-6,2018-12,danvk,2018-12-12,6
31140,2018-12-6,2018-12,gburgett,2018-12-7,1
31141,2018-12-6,2018-12,BendingBender,2018-12-7,1
31142,2018-12-6,2018-12,rrogowski,2018-12-7,1
31143,2018-12-6,2018-12,sandersn,2018-12-6,1
31145,2018-12-6,2018-12,ifiokjr,2018-12-20,15
31146,2018-12-6,2018-12,kale-stew,2018-12-7,1
31147,2018-12-6,2018-12,athasach,2018-12-7,1
31149,2018-12-6,2018-12,wyqydsyq,2018-12-6,1
31150,2018-12-6,2018-12,ekinsol,2018-12-19,13
31151,2018-12-7,2018-12,mabels,2018-12-10,4
31152,2018-12-7,2018-12,janaagaard75,2018-12-11,5
31153,2018-12-7,2018-12,benhjames,2018-12-7,1
31154,2018-12-7,2018-12,Vinnl,2018-12-12,6
31156,2018-12-7,2018-12,j1r1k,2018-12-7,1
