#,Date Opened,Month Opened,Author,Date Closed,Days Open
1,2012-10-11,2012-10,ajorkowski,2012-10-12,1
3,2012-10-17,2012-10,Diullei,2012-10-17,1
4,2012-10-17,2012-10,jmvrbanac,2012-10-18,1
6,2012-10-18,2012-10,CheCoxshall,2012-10-18,1
14,2012-10-24,2012-10,diegovilar,2012-10-24,1
15,2012-10-24,2012-10,diegovilar,2012-10-24,1
17,2012-10-25,2012-10,diegovilar,2012-10-25,1
19,2012-10-25,2012-10,niemyjski,2012-10-25,1
22,2012-10-26,2012-10,eNepper,2012-10-26,1
23,2012-10-26,2012-10,eNepper,2012-10-26,1
26,2012-10-29,2012-10,marcinnajder,2012-10-29,1
27,2012-10-29,2012-10,k33g,2012-10-29,1
28,2012-10-29,2012-10,apisarev,2012-10-29,1
29,2012-10-30,2012-10,eNepper,2012-10-31,2
30,2012-10-30,2012-10,davidberneda,2012-10-30,1
31,2012-10-30,2012-10,BreeeZe,2012-10-30,1
32,2012-10-30,2012-10,docgit,2012-10-30,1
34,2012-10-30,2012-10,ajorkowski,2012-10-30,1
39,2012-11-1,2012-11,jhandel,2012-11-1,1
41,2012-11-2,2012-11,docgit,2012-11-2,1
44,2012-11-2,2012-11,diegovilar,2012-11-2,1
46,2012-11-2,2012-11,pavelsavara,2012-11-2,1
47,2012-11-2,2012-11,noobiept,2012-11-2,1
49,2012-11-4,2012-11,jbaldwin,2012-11-4,1
50,2012-11-4,2012-11,jbaldwin,2012-11-4,1
54,2012-11-6,2012-11,docgit,2012-11-6,1
56,2012-11-7,2012-11,ryan-nauman,2012-11-20,14
59,2012-11-7,2012-11,diegovilar,2012-11-7,1
60,2012-11-7,2012-11,ajorkowski,2012-11-7,1
62,2012-11-8,2012-11,jstrachan,2012-11-8,1
65,2012-11-9,2012-11,jmvrbanac,2012-11-10,1
66,2012-11-9,2012-11,gregwebs,2012-11-11,3
67,2012-11-11,2012-11,diegovilar,2012-11-12,1
69,2012-11-12,2012-11,jmvrbanac,2012-11-12,1
71,2012-11-12,2012-11,noobiept,2012-11-12,1
74,2012-11-14,2012-11,seanhess,2012-11-14,1
75,2012-11-14,2012-11,pavelsavara,2012-11-14,1
76,2012-11-15,2012-11,docgit,2012-11-15,1
78,2012-11-16,2012-11,sunetos,2012-11-16,1
80,2012-11-17,2012-11,oldrich-s,2012-11-17,1
81,2012-11-17,2012-11,jbaldwin,2012-11-17,1
82,2012-11-17,2012-11,noobiept,2012-11-17,1
90,2012-11-20,2012-11,shubhranshu,2012-11-20,1
91,2012-11-20,2012-11,diegovilar,2012-11-21,1
92,2012-11-21,2012-11,guyellis,2012-11-22,1
93,2012-11-21,2012-11,matthewkimber,2012-11-22,1
94,2012-11-22,2012-11,bbss,2012-11-23,1
97,2012-11-25,2012-11,damianog,2012-11-25,1
99,2012-11-27,2012-11,damianog,2012-11-28,1
100,2012-11-27,2012-11,RoyGoode,2012-11-27,1
101,2012-11-27,2012-11,t0yv0,2012-11-27,1
102,2012-11-27,2012-11,BreeeZe,2012-11-27,1
103,2012-11-28,2012-11,worr,2012-12-2,4
104,2012-12-1,2012-12,BreeeZe,2012-12-1,1
105,2012-12-2,2012-12,worr,2012-12-2,1
107,2012-12-3,2012-12,codeBelt,2012-12-5,2
108,2012-12-4,2012-12,burlandm,2012-12-5,1
109,2012-12-5,2012-12,danludwig,2012-12-6,1
110,2012-12-6,2012-12,danludwig,2012-12-6,1
111,2012-12-6,2012-12,DazWilkin,2012-12-6,1
113,2012-12-7,2012-12,MrBigDog2U,2012-12-7,1
114,2012-12-7,2012-12,stuartthompson,2012-12-8,1
117,2012-12-9,2012-12,stuartthompson,2012-12-9,1
119,2012-12-10,2012-12,BreeeZe,2012-12-10,1
121,2012-12-11,2012-12,BreeeZe,2012-12-11,1
122,2012-12-11,2012-12,tkirda,2012-12-12,1
123,2012-12-12,2012-12,vladev,2012-12-12,1
126,2012-12-13,2012-12,BreeeZe,2012-12-13,1
128,2012-12-13,2012-12,DazWilkin,2012-12-13,1
129,2012-12-13,2012-12,BreeeZe,2012-12-13,1
131,2012-12-15,2012-12,BreeeZe,2012-12-15,1
132,2012-12-19,2012-12,jmvrbanac,2012-12-20,1
133,2012-12-20,2012-12,jamesmanning,2012-12-20,1
134,2012-12-21,2012-12,danludwig,2012-12-21,1
135,2012-12-21,2012-12,kimsk,2012-12-22,1
137,2012-12-24,2012-12,johnpapa,2012-12-24,1
138,2012-12-24,2012-12,jbaldwin,2013-1-6,13
140,2012-12-26,2012-12,damianog,2012-12-26,1
141,2012-12-26,2012-12,danludwig,2012-12-26,1
142,2012-12-27,2012-12,oklemencic,2012-12-30,4
144,2012-12-28,2012-12,JudahGabriel,2012-12-30,3
145,2012-12-28,2012-12,matthewkimber,2012-12-30,3
146,2012-12-30,2012-12,k00ni,2012-12-30,1
147,2012-12-30,2012-12,david-driscoll,2012-12-30,1
148,2012-12-30,2012-12,JakeH,2012-12-30,1
149,2013-1-1,2013-01,anwarjaved,2013-1-1,1
150,2013-1-1,2013-01,hansrwindhoff,2013-1-1,1
153,2013-1-2,2013-01,hansrwindhoff,2013-1-2,1
154,2013-1-2,2013-01,MrBigDog2U,2013-1-2,1
155,2013-1-2,2013-01,DerAlbertCom,2013-1-2,1
156,2013-1-4,2013-01,Steve-Fenton,2013-1-4,1
158,2013-1-4,2013-01,stuartthompson,2013-1-4,1
159,2013-1-4,2013-01,k00ni,2013-1-4,1
160,2013-1-4,2013-01,hansrwindhoff,2013-1-4,1
161,2013-1-6,2013-01,jbaldwin,2013-1-6,1
164,2013-1-7,2013-01,anwarjaved,2013-1-7,1
165,2013-1-8,2013-01,anwarjaved,2013-1-8,1
167,2013-1-8,2013-01,ianobermiller,2013-1-8,1
168,2013-1-9,2013-01,anwarjaved,2013-1-9,1
170,2013-1-9,2013-01,anwarjaved,2013-1-10,1
1,2012-10-11,2012-10,ajorkowski,2012-10-12,1
3,2012-10-17,2012-10,Diullei,2012-10-17,1
4,2012-10-17,2012-10,jmvrbanac,2012-10-18,1
6,2012-10-18,2012-10,CheCoxshall,2012-10-18,1
14,2012-10-24,2012-10,diegovilar,2012-10-24,1
15,2012-10-24,2012-10,diegovilar,2012-10-24,1
17,2012-10-25,2012-10,diegovilar,2012-10-25,1
19,2012-10-25,2012-10,niemyjski,2012-10-25,1
22,2012-10-26,2012-10,eNepper,2012-10-26,1
23,2012-10-26,2012-10,eNepper,2012-10-26,1
26,2012-10-29,2012-10,marcinnajder,2012-10-29,1
27,2012-10-29,2012-10,k33g,2012-10-29,1
28,2012-10-29,2012-10,apisarev,2012-10-29,1
29,2012-10-30,2012-10,eNepper,2012-10-31,2
30,2012-10-30,2012-10,davidberneda,2012-10-30,1
31,2012-10-30,2012-10,BreeeZe,2012-10-30,1
32,2012-10-30,2012-10,docgit,2012-10-30,1
34,2012-10-30,2012-10,ajorkowski,2012-10-30,1
39,2012-11-1,2012-11,jhandel,2012-11-1,1
41,2012-11-2,2012-11,docgit,2012-11-2,1
44,2012-11-2,2012-11,diegovilar,2012-11-2,1
46,2012-11-2,2012-11,pavelsavara,2012-11-2,1
47,2012-11-2,2012-11,noobiept,2012-11-2,1
49,2012-11-4,2012-11,jbaldwin,2012-11-4,1
50,2012-11-4,2012-11,jbaldwin,2012-11-4,1
54,2012-11-6,2012-11,docgit,2012-11-6,1
56,2012-11-7,2012-11,ryan-nauman,2012-11-20,14
59,2012-11-7,2012-11,diegovilar,2012-11-7,1
60,2012-11-7,2012-11,ajorkowski,2012-11-7,1
62,2012-11-8,2012-11,jstrachan,2012-11-8,1
65,2012-11-9,2012-11,jmvrbanac,2012-11-10,1
66,2012-11-9,2012-11,gregwebs,2012-11-11,3
67,2012-11-11,2012-11,diegovilar,2012-11-12,1
69,2012-11-12,2012-11,jmvrbanac,2012-11-12,1
71,2012-11-12,2012-11,noobiept,2012-11-12,1
74,2012-11-14,2012-11,seanhess,2012-11-14,1
75,2012-11-14,2012-11,pavelsavara,2012-11-14,1
76,2012-11-15,2012-11,docgit,2012-11-15,1
78,2012-11-16,2012-11,sunetos,2012-11-16,1
80,2012-11-17,2012-11,oldrich-s,2012-11-17,1
81,2012-11-17,2012-11,jbaldwin,2012-11-17,1
82,2012-11-17,2012-11,noobiept,2012-11-17,1
90,2012-11-20,2012-11,shubhranshu,2012-11-20,1
91,2012-11-20,2012-11,diegovilar,2012-11-21,1
92,2012-11-21,2012-11,guyellis,2012-11-22,1
93,2012-11-21,2012-11,matthewkimber,2012-11-22,1
94,2012-11-22,2012-11,bbss,2012-11-23,1
97,2012-11-25,2012-11,damianog,2012-11-25,1
99,2012-11-27,2012-11,damianog,2012-11-28,1
100,2012-11-27,2012-11,RoyGoode,2012-11-27,1
101,2012-11-27,2012-11,t0yv0,2012-11-27,1
102,2012-11-27,2012-11,BreeeZe,2012-11-27,1
103,2012-11-28,2012-11,worr,2012-12-2,4
104,2012-12-1,2012-12,BreeeZe,2012-12-1,1
105,2012-12-2,2012-12,worr,2012-12-2,1
107,2012-12-3,2012-12,codeBelt,2012-12-5,2
108,2012-12-4,2012-12,burlandm,2012-12-5,1
109,2012-12-5,2012-12,danludwig,2012-12-6,1
110,2012-12-6,2012-12,danludwig,2012-12-6,1
111,2012-12-6,2012-12,DazWilkin,2012-12-6,1
113,2012-12-7,2012-12,MrBigDog2U,2012-12-7,1
114,2012-12-7,2012-12,stuartthompson,2012-12-8,1
117,2012-12-9,2012-12,stuartthompson,2012-12-9,1
119,2012-12-10,2012-12,BreeeZe,2012-12-10,1
121,2012-12-11,2012-12,BreeeZe,2012-12-11,1
122,2012-12-11,2012-12,tkirda,2012-12-12,1
123,2012-12-12,2012-12,vladev,2012-12-12,1
126,2012-12-13,2012-12,BreeeZe,2012-12-13,1
128,2012-12-13,2012-12,DazWilkin,2012-12-13,1
129,2012-12-13,2012-12,BreeeZe,2012-12-13,1
131,2012-12-15,2012-12,BreeeZe,2012-12-15,1
132,2012-12-19,2012-12,jmvrbanac,2012-12-20,1
133,2012-12-20,2012-12,jamesmanning,2012-12-20,1
134,2012-12-21,2012-12,danludwig,2012-12-21,1
135,2012-12-21,2012-12,kimsk,2012-12-22,1
137,2012-12-24,2012-12,johnpapa,2012-12-24,1
138,2012-12-24,2012-12,jbaldwin,2013-1-6,13
140,2012-12-26,2012-12,damianog,2012-12-26,1
141,2012-12-26,2012-12,danludwig,2012-12-26,1
142,2012-12-27,2012-12,oklemencic,2012-12-30,4
144,2012-12-28,2012-12,JudahGabriel,2012-12-30,3
145,2012-12-28,2012-12,matthewkimber,2012-12-30,3
146,2012-12-30,2012-12,k00ni,2012-12-30,1
147,2012-12-30,2012-12,david-driscoll,2012-12-30,1
148,2012-12-30,2012-12,JakeH,2012-12-30,1
149,2013-1-1,2013-01,anwarjaved,2013-1-1,1
150,2013-1-1,2013-01,hansrwindhoff,2013-1-1,1
153,2013-1-2,2013-01,hansrwindhoff,2013-1-2,1
154,2013-1-2,2013-01,MrBigDog2U,2013-1-2,1
155,2013-1-2,2013-01,DerAlbertCom,2013-1-2,1
156,2013-1-4,2013-01,Steve-Fenton,2013-1-4,1
158,2013-1-4,2013-01,stuartthompson,2013-1-4,1
159,2013-1-4,2013-01,k00ni,2013-1-4,1
160,2013-1-4,2013-01,hansrwindhoff,2013-1-4,1
161,2013-1-6,2013-01,jbaldwin,2013-1-6,1
164,2013-1-7,2013-01,anwarjaved,2013-1-7,1
165,2013-1-8,2013-01,anwarjaved,2013-1-8,1
167,2013-1-8,2013-01,ianobermiller,2013-1-8,1
168,2013-1-9,2013-01,anwarjaved,2013-1-9,1
170,2013-1-9,2013-01,anwarjaved,2013-1-10,1
171,2013-1-10,2013-01,oising,2013-1-10,1
172,2013-1-10,2013-01,MrBigDog2U,2013-1-10,1
175,2013-1-13,2013-01,rgripper,2013-1-13,1
176,2013-1-13,2013-01,jamescurran,2013-1-14,1
177,2013-1-13,2013-01,gregwebs,2013-1-14,1
178,2013-1-14,2013-01,ghost,2013-1-14,1
179,2013-1-14,2013-01,ghost,2013-1-14,1
180,2013-1-14,2013-01,ghost,2013-1-14,1
181,2013-1-15,2013-01,mdocter,2013-1-16,1
183,2013-1-15,2013-01,anwarjaved,2013-1-16,1
186,2013-1-16,2013-01,jtraband,2013-1-16,1
187,2013-1-17,2013-01,nvivo,2013-1-17,1
188,2013-1-17,2013-01,nvivo,2013-1-17,1
189,2013-1-17,2013-01,nvivo,2013-1-17,1
190,2013-1-17,2013-01,smithkl42,2013-1-17,1
191,2013-1-17,2013-01,vbortone,2013-1-17,1
192,2013-1-17,2013-01,smithkl42,2013-1-17,1
195,2013-1-18,2013-01,mccalltd,2013-1-19,1
196,2013-1-18,2013-01,vbortone,2013-1-19,1
197,2013-1-19,2013-01,ahf,2013-1-19,1
198,2013-1-19,2013-01,anwarjaved,2013-1-19,1
199,2013-1-20,2013-01,qcz,2013-1-20,1
201,2013-1-20,2013-01,bacr,2013-1-21,1
202,2013-1-21,2013-01,choffmeister,2013-1-21,1
203,2013-1-21,2013-01,hansrwindhoff,2013-1-23,2
204,2013-1-22,2013-01,mdocter,2013-1-23,2
205,2013-1-22,2013-01,Steve-Fenton,2013-1-22,1
206,2013-1-22,2013-01,Diullei,2013-1-22,1
209,2013-1-23,2013-01,choffmeister,2013-1-23,1
210,2013-1-23,2013-01,choffmeister,2013-1-23,1
211,2013-1-23,2013-01,Steve-Fenton,2013-1-23,1
212,2013-1-23,2013-01,niemyjski,2013-1-23,1
213,2013-1-23,2013-01,vbortone,2013-1-23,1
214,2013-1-23,2013-01,vbortone,2013-1-23,1
215,2013-1-24,2013-01,blittle,2013-1-24,1
216,2013-1-24,2013-01,vbortone,2013-1-25,1
217,2013-1-25,2013-01,jodonoghue-avoca,2013-1-25,1
219,2013-1-25,2013-01,MrBigDog2U,2013-1-25,1
220,2013-1-25,2013-01,MrBigDog2U,2013-1-25,1
221,2013-1-25,2013-01,omidkrad,2013-1-25,1
222,2013-1-26,2013-01,nestalk,2013-1-27,2
223,2013-1-26,2013-01,Diullei,2013-1-27,2
226,2013-1-29,2013-01,Steve-Fenton,2013-1-29,1
227,2013-1-29,2013-01,Diullei,2013-1-29,1
229,2013-1-29,2013-01,Diullei,2013-1-29,1
230,2013-1-30,2013-01,Steve-Fenton,2013-1-30,1
232,2013-1-30,2013-01,MrBigDog2U,2013-1-30,1
233,2013-1-30,2013-01,Diullei,2013-1-30,1
234,2013-1-30,2013-01,vbortone,2013-1-30,1
235,2013-1-31,2013-01,ProVega,2013-1-31,1
236,2013-2-1,2013-02,Strato,2013-2-1,1
237,2013-2-1,2013-02,rgripper,2013-2-1,1
238,2013-2-1,2013-02,MrBigDog2U,2013-2-5,5
239,2013-2-1,2013-02,Strato,2013-2-1,1
240,2013-2-1,2013-02,Diullei,2013-2-2,1
242,2013-2-1,2013-02,Strato,2013-2-2,1
243,2013-2-2,2013-02,crooy,2013-2-3,1
245,2013-2-2,2013-02,kontan,2013-2-3,1
246,2013-2-3,2013-02,vbortone,2013-2-4,1
247,2013-2-3,2013-02,vbortone,2013-2-4,1
249,2013-2-5,2013-02,MrBigDog2U,2013-2-5,1
250,2013-2-5,2013-02,MrBigDog2U,2013-2-6,1
252,2013-2-6,2013-02,niemyjski,2013-2-6,1
253,2013-2-6,2013-02,niemyjski,2013-2-6,1
254,2013-2-6,2013-02,niemyjski,2013-2-6,1
258,2013-2-6,2013-02,Diullei,2013-2-7,1
259,2013-2-7,2013-02,danludwig,2013-2-7,1
262,2013-2-8,2013-02,RodneyJT,2013-2-8,1
263,2013-2-8,2013-02,Diullei,2013-2-8,1
266,2013-2-9,2013-02,vladimirGI,2013-2-11,2
267,2013-2-10,2013-02,Diullei,2013-2-13,4
268,2013-2-10,2013-02,RodneyJT,2013-2-11,1
269,2013-2-10,2013-02,vbortone,2013-2-11,1
270,2013-2-12,2013-02,michaelgmiller,2013-2-13,1
271,2013-2-12,2013-02,tasoili,2013-2-13,1
273,2013-2-13,2013-02,vbortone,2013-2-13,1
274,2013-2-13,2013-02,tasoili,2013-2-13,1
275,2013-2-13,2013-02,nestalk,2013-2-13,1
276,2013-2-13,2013-02,Diullei,2013-2-13,1
278,2013-2-14,2013-02,nestalk,2013-2-14,1
279,2013-2-14,2013-02,blittle,2013-2-14,1
280,2013-2-14,2013-02,Diullei,2013-2-14,1
281,2013-2-14,2013-02,jasonswearingen,2013-2-14,1
283,2013-2-14,2013-02,jasonswearingen,2013-2-14,1
284,2013-2-15,2013-02,Steve-Fenton,2013-2-15,1
285,2013-2-15,2013-02,Steve-Fenton,2013-2-15,1
286,2013-2-15,2013-02,Steve-Fenton,2013-2-15,1
288,2013-2-15,2013-02,smithkl42,2013-2-15,1
289,2013-2-15,2013-02,seanski,2013-2-15,1
290,2013-2-15,2013-02,seanski,2013-2-15,1
291,2013-2-15,2013-02,Crwth,2013-2-15,1
292,2013-2-16,2013-02,jedmao,2013-2-16,1
293,2013-2-16,2013-02,Diullei,2013-2-16,1
294,2013-2-16,2013-02,Diullei,2013-2-16,1
295,2013-2-17,2013-02,blittle,2013-2-17,1
296,2013-2-17,2013-02,Diullei,2013-2-17,1
297,2013-2-18,2013-02,Diullei,2013-2-18,1
298,2013-2-18,2013-02,RonnieHegelund,2013-2-18,1
299,2013-2-18,2013-02,Diullei,2013-2-18,1
301,2013-2-18,2013-02,RonnieHegelund,2013-2-19,1
303,2013-2-19,2013-02,kontan,2013-2-19,1
305,2013-2-20,2013-02,aleksey-bykov,2013-2-20,1
306,2013-2-20,2013-02,staxmanade,2013-2-20,1
307,2013-2-20,2013-02,Diullei,2013-2-20,1
308,2013-2-20,2013-02,Diullei,2013-2-20,1
309,2013-2-21,2013-02,Guuz,2013-2-21,1
310,2013-2-21,2013-02,bnemetchek,2013-2-21,1
311,2013-2-21,2013-02,kontan,2013-2-21,1
314,2013-2-21,2013-02,kontan,2013-2-21,1
315,2013-2-21,2013-02,omidkrad,2013-2-21,1
317,2013-2-22,2013-02,Diullei,2013-2-22,1
318,2013-2-22,2013-02,Diullei,2013-2-22,1
321,2013-2-22,2013-02,AbraaoAlves,2013-2-22,1
322,2013-2-22,2013-02,omidkrad,2013-2-22,1
323,2013-2-23,2013-02,Diullei,2013-2-23,1
324,2013-2-23,2013-02,Diullei,2013-2-23,1
325,2013-2-23,2013-02,Diullei,2013-2-23,1
326,2013-2-23,2013-02,Diullei,2013-2-23,1
327,2013-2-24,2013-02,Diullei,2013-2-24,1
328,2013-2-24,2013-02,evanlarsen,2013-2-24,1
329,2013-2-24,2013-02,nestalk,2013-2-24,1
330,2013-2-24,2013-02,evanlarsen,2013-2-24,1
332,2013-2-24,2013-02,jbaldwin,2013-2-24,1
333,2013-2-24,2013-02,jbaldwin,2013-2-25,1
334,2013-2-25,2013-02,Guuz,2013-2-25,1
335,2013-2-25,2013-02,Guuz,2013-2-25,1
337,2013-2-25,2013-02,wdamien,2013-2-25,1
338,2013-2-25,2013-02,danludwig,2013-2-25,1
339,2013-2-25,2013-02,nestalk,2013-2-25,1
340,2013-2-25,2013-02,wdamien,2013-2-25,1
341,2013-2-25,2013-02,nestalk,2013-2-25,1
342,2013-2-25,2013-02,Diullei,2013-2-25,1
343,2013-2-25,2013-02,kontan,2013-2-25,1
344,2013-2-25,2013-02,Diullei,2013-2-25,1
345,2013-2-25,2013-02,Diullei,2013-2-25,1
346,2013-2-25,2013-02,jbaldwin,2013-2-26,1
347,2013-2-26,2013-02,nestalk,2013-2-26,1
348,2013-2-26,2013-02,nestalk,2013-7-8,133
349,2013-2-26,2013-02,ThomasArdal,2013-2-27,1
352,2013-2-27,2013-02,sinelaw,2013-2-27,1
355,2013-2-27,2013-02,staxmanade,2013-2-28,1
356,2013-2-28,2013-02,Diullei,2013-2-28,1
357,2013-2-28,2013-02,Diullei,2013-2-28,1
358,2013-3-1,2013-03,rangelier,2013-3-1,1
359,2013-3-1,2013-03,mdezem,2013-3-1,1
360,2013-3-2,2013-03,kontan,2013-3-2,1
361,2013-3-2,2013-03,kontan,2013-3-2,1
362,2013-3-2,2013-03,richardTowers,2013-3-2,1
363,2013-3-2,2013-03,mdezem,2013-3-2,1
365,2013-3-2,2013-03,vbortone,2013-3-2,1
366,2013-3-2,2013-03,vbortone,2013-3-2,1
367,2013-3-3,2013-03,jbaldwin,2013-3-3,1
368,2013-3-4,2013-03,kontan,2013-3-4,1
370,2013-3-5,2013-03,vbortone,2013-3-6,1
372,2013-3-6,2013-03,mariusschulz,2013-3-6,1
374,2013-3-6,2013-03,joshtynjala,2013-3-6,1
375,2013-3-6,2013-03,Diullei,2013-3-6,1
376,2013-3-6,2013-03,kontan,2013-3-6,1
377,2013-3-6,2013-03,minodisk,2013-3-7,1
378,2013-3-7,2013-03,kontan,2013-3-7,1
379,2013-3-7,2013-03,andrewdavey,2013-3-7,1
381,2013-3-7,2013-03,JakubMrozek,2013-3-7,1
382,2013-3-7,2013-03,JakubMrozek,2013-3-7,1
383,2013-3-7,2013-03,kontan,2013-3-8,1
384,2013-3-8,2013-03,joshtynjala,2013-3-8,1
385,2013-3-9,2013-03,stken2050,2013-3-10,1
387,2013-3-10,2013-03,rhom6us,2013-3-31,21
388,2013-3-11,2013-03,MagicMau,2013-3-13,3
390,2013-3-11,2013-03,Steve-Fenton,2013-3-11,1
393,2013-3-12,2013-03,Steve-Fenton,2013-3-12,1
394,2013-3-12,2013-03,Diullei,2013-3-12,1
399,2013-3-14,2013-03,jlerasmus,2013-3-14,1
401,2013-3-15,2013-03,niemyjski,2013-3-15,1
402,2013-3-16,2013-03,Steve-Fenton,2013-3-16,1
404,2013-3-19,2013-03,sumegizoltan,2013-3-19,1
405,2013-3-19,2013-03,sumegizoltan,2013-3-19,1
406,2013-3-19,2013-03,sumegizoltan,2013-4-3,15
407,2013-3-19,2013-03,anchann,2013-3-19,1
408,2013-3-21,2013-03,qcz,2013-3-21,1
410,2013-3-21,2013-03,jwcarroll,2013-3-21,1
411,2013-3-22,2013-03,maroy1986,2013-3-22,1
412,2013-3-23,2013-03,AndrewGaspar,2013-3-23,1
413,2013-3-23,2013-03,qcz,2013-3-23,1
414,2013-3-23,2013-03,Diullei,2013-3-23,1
415,2013-3-23,2013-03,Diullei,2013-3-23,1
416,2013-3-24,2013-03,AndrewGaspar,2013-3-26,2
417,2013-3-25,2013-03,richardTowers,2013-3-25,1
420,2013-3-26,2013-03,Diullei,2013-3-26,1
422,2013-3-26,2013-03,Diullei,2013-3-26,1
424,2013-3-26,2013-03,johnlantz,2013-3-28,2
425,2013-3-26,2013-03,johnlantz,2013-3-28,2
429,2013-3-27,2013-03,rbirkby,2013-3-27,1
430,2013-3-27,2013-03,johnlantz,2013-3-29,2
431,2013-3-27,2013-03,johnlantz,2013-3-29,2
432,2013-3-27,2013-03,johnlantz,2013-3-29,2
433,2013-3-27,2013-03,johnlantz,2013-3-29,2
434,2013-3-27,2013-03,joshtynjala,2013-3-27,1
435,2013-3-28,2013-03,csrakowski,2013-3-31,4
436,2013-3-28,2013-03,dmorosinotto,2013-3-28,1
437,2013-3-28,2013-03,ProVega,2013-3-29,2
438,2013-3-29,2013-03,arash16,2013-3-29,1
439,2013-3-29,2013-03,arash16,2013-3-29,1
440,2013-3-29,2013-03,Diullei,2013-3-29,1
441,2013-3-29,2013-03,Diullei,2013-3-29,1
442,2013-3-29,2013-03,rnikitin,2013-4-3,5
443,2013-3-30,2013-03,joeriks,2013-4-4,6
444,2013-3-31,2013-03,AndrewGaspar,2013-3-31,1
445,2013-3-31,2013-03,Diullei,2013-3-31,1
446,2013-3-31,2013-03,Laubi,2013-3-31,1
449,2013-4-2,2013-04,blittle,2013-4-2,1
450,2013-4-3,2013-04,DerAlbertCom,2013-4-3,1
451,2013-4-3,2013-04,Diullei,2013-4-3,1
452,2013-4-3,2013-04,Diullei,2013-4-3,1
455,2013-4-4,2013-04,clavecoder,2013-4-4,1
456,2013-4-4,2013-04,kazimanzurrashid,2013-4-5,1
457,2013-4-5,2013-04,rnikitin,2013-4-5,1
458,2013-4-5,2013-04,mzeiher,2013-4-5,1
459,2013-4-5,2013-04,Diullei,2013-4-5,1
460,2013-4-5,2013-04,kazimanzurrashid,2013-4-5,1
461,2013-4-5,2013-04,clavecoder,2013-4-5,1
462,2013-4-5,2013-04,kazimanzurrashid,2013-4-5,1
464,2013-4-7,2013-04,shearnie,2013-4-7,1
465,2013-4-7,2013-04,kazimanzurrashid,2013-4-7,1
466,2013-4-7,2013-04,shearnie,2013-4-7,1
467,2013-4-8,2013-04,rnikitin,2013-4-8,1
468,2013-4-8,2013-04,MorganZ,2013-4-9,1
469,2013-4-9,2013-04,AntonAM,2013-4-12,4
471,2013-4-9,2013-04,Diullei,2013-4-9,1
472,2013-4-9,2013-04,parliament718,2013-4-9,1
474,2013-4-11,2013-04,vvakame,2013-4-12,1
476,2013-4-12,2013-04,kazimanzurrashid,2013-4-12,1
477,2013-4-14,2013-04,hrj,2013-4-16,2
478,2013-4-14,2013-04,davemckeown,2013-4-15,1
479,2013-4-15,2013-04,csrakowski,2013-4-16,1
480,2013-4-16,2013-04,hrj,2013-4-16,1
481,2013-4-16,2013-04,kontan,2013-4-16,1
483,2013-4-16,2013-04,carldebilly,2013-5-2,17
484,2013-4-18,2013-04,iwhp,2013-4-19,2
485,2013-4-18,2013-04,JesperSchultz,2013-4-18,1
486,2013-4-18,2013-04,kazimanzurrashid,2013-4-19,2
487,2013-4-19,2013-04,derikwhittaker,2013-4-19,1
488,2013-4-19,2013-04,Adilson,2013-4-19,1
489,2013-4-19,2013-04,kazimanzurrashid,2013-5-3,14
492,2013-4-21,2013-04,fsoikin,2013-4-24,4
495,2013-4-23,2013-04,nestalk,2013-4-24,2
496,2013-4-23,2013-04,JesperSchultz,2013-4-30,7
497,2013-4-23,2013-04,mihailik,2013-6-19,57
498,2013-4-24,2013-04,shearnie,2013-4-30,6
499,2013-4-26,2013-04,Bartvds,2013-4-30,4
500,2013-4-26,2013-04,hansrwindhoff,2013-4-30,4
501,2013-4-27,2013-04,qcz,2013-4-27,1
502,2013-4-28,2013-04,vbortone,2013-4-30,2
503,2013-4-29,2013-04,benquarmby,2013-5-2,4
504,2013-4-29,2013-04,basarat,2013-5-3,4
506,2013-4-30,2013-04,gjunge,2013-5-2,3
507,2013-4-30,2013-04,hansrwindhoff,2013-5-2,3
508,2013-4-30,2013-04,dimchansky,2013-5-2,3
509,2013-5-2,2013-05,kingdango,2013-5-2,1
511,2013-5-2,2013-05,ksummerlin,2013-5-2,1
513,2013-5-3,2013-05,kazimanzurrashid,2013-5-4,1
514,2013-5-3,2013-05,alampros,2013-5-4,1
516,2013-5-5,2013-05,theodorejb,2013-5-5,1
517,2013-5-5,2013-05,theodorejb,2013-5-5,1
518,2013-5-5,2013-05,theodorejb,2013-5-5,1
521,2013-5-6,2013-05,WaywardMage,2013-5-7,1
522,2013-5-6,2013-05,anchann,2013-5-7,1
523,2013-5-6,2013-05,theodorejb,2013-5-7,1
526,2013-5-7,2013-05,kingdango,2013-5-7,1
527,2013-5-7,2013-05,kingdango,2013-5-7,1
528,2013-5-7,2013-05,zhamid,2013-5-7,1
530,2013-5-8,2013-05,ComFreek,2013-5-8,1
531,2013-5-8,2013-05,bczengel,2013-5-9,1
534,2013-5-9,2013-05,kingdango,2013-5-9,1
535,2013-5-10,2013-05,nzbart,2013-5-11,1
536,2013-5-10,2013-05,zhamid,2013-5-11,1
537,2013-5-10,2013-05,nvivo,2013-5-11,1
538,2013-5-11,2013-05,qcz,2013-5-11,1
539,2013-5-11,2013-05,dimchansky,2013-5-11,1
540,2013-5-11,2013-05,teppeis,2013-5-11,1
541,2013-5-11,2013-05,qcz,2013-5-11,1
542,2013-5-12,2013-05,basarat,2013-5-12,1
